,sum_I_new,max_I_now
scenario_1306,2602473.8140208554,609664.1242293493
scenario_1307,1718213.45023291,353994.52593895944
scenario_1308,2161674.979268241,477285.83979396906
scenario_1309,1691240.0882038176,353352.40737919306
scenario_1310,378520.46724870655,68143.17553748185
scenario_1311,310845.37906629295,58333.49248149816
scenario_1312,1577941.0158961194,330328.05797716044
scenario_1313,735525.9918238614,109279.00015567122
scenario_1314,336335.29697599245,67875.84371785563
scenario_1315,1241675.0520626276,235460.5549254078
scenario_1316,449940.9961455112,57478.72510588234
scenario_1317,934612.2826386874,162030.50567319893
scenario_1318,1261312.4543689634,242027.03215634613
scenario_1319,957251.5133196611,163228.77085359546
scenario_1320,1346789.3377091987,264735.8450012012
scenario_1321,499533.6185423418,58827.456713366046
scenario_1322,1350640.1218414924,265775.3791809824
scenario_1323,1349081.3036962596,264735.8450012012
scenario_1324,1796253.210242524,385649.03368246136
scenario_1325,1804385.4432848352,386943.7511631082
scenario_1326,714935.2671718621,109768.2461519471
scenario_1327,704757.6795000364,108154.67629152066
scenario_1328,506938.9679556782,58857.33934098566
scenario_1329,717346.3713928745,110366.51385231488
scenario_1330,3615087.570231262,856013.759966297
scenario_1331,1755218.319708943,356614.5129906036
scenario_1332,3617749.203889705,856998.5249993501
scenario_1333,3764704.192471149,891035.4400853014
scenario_1334,2808847.178972893,651463.420459552
scenario_1335,2926646.161379004,676291.375245573
scenario_1336,1201786.6909915172,210296.13524632124
scenario_1337,1062316.2561425027,173264.9071989827
scenario_1338,1976869.8570391198,415585.9885458916
scenario_1339,1203765.4402334539,210815.37772652315
scenario_1340,4458076.5215864815,1115102.6265897742
scenario_1341,5898904.746588067,1516562.0982838855
scenario_1342,1386526.9418626411,275897.3429131006
scenario_1343,4458076.5215864815,1115102.6265897742
scenario_1344,5072411.9410862075,1278283.739406434
scenario_1345,1751164.0140811508,375260.38369725615
scenario_1346,6434415.99132985,1655551.131363256
scenario_1347,2871415.163582605,694113.8329560293
scenario_1348,2415633.8292949297,571046.5125425571
scenario_1349,2873548.472745277,694113.8329560293
scenario_1350,581915.5613672561,74248.34378714893
scenario_1351,802679.4963670827,117225.24324194535
scenario_1352,2124209.8631691863,479575.08830198913
scenario_1353,645077.6432348643,90858.5341020872
scenario_1354,889476.3891048331,152845.57808696578
scenario_1355,2842250.277009938,670690.3188807111
scenario_1356,1302992.448036869,248377.3799412248
scenario_1357,3692479.000148806,896401.3725325444
scenario_1358,2910833.248553803,687308.3425307956
scenario_1359,3692779.3658253117,896401.3725325444
scenario_1360,939985.8637038185,162356.05103965223
scenario_1361,6442744.839584034,1686648.5943809848
scenario_1362,2170871.7457819465,490793.5418448375
scenario_1363,955841.3330903475,162903.08081801454
scenario_1364,851564.2497709594,139024.11231226355
scenario_1365,1997862.2068108157,444438.61656329
scenario_1366,6309350.557106104,1654076.5872752443
scenario_1367,8002033.377349854,2094704.161169376
scenario_1368,8113943.512191449,2120985.0475620334
scenario_1369,8002033.377349854,2094704.161169376
scenario_1370,1310378.6276869203,236001.73235096657
scenario_1371,769920.6786160138,99862.60065918908
scenario_1372,1774730.5797882117,369531.2508794932
scenario_1373,1539569.0548210654,294533.211525173
scenario_1374,1225879.8938073304,213782.7115200852
scenario_1375,1804217.3846452236,368645.51112855854
scenario_1376,924195.3983176141,140903.28258786866
scenario_1377,869490.9978211757,124093.75122956712
scenario_1378,1137055.2980647807,194551.56205749104
scenario_1379,1049249.7830469934,171447.02080731018
scenario_1380,7527706.831176117,1968445.7937947449
scenario_1381,1917331.3652000246,422038.3075405461
scenario_1382,3513395.3172581857,883812.0212388627
scenario_1383,7527706.831176117,1968445.7937947449
scenario_1384,7410148.749519343,1939747.549932838
scenario_1385,3361842.1760185417,852702.0521303972
scenario_1386,1774679.1892971317,383804.398904277
scenario_1387,433925.74390622607,65610.52495811529
scenario_1388,397573.38592652854,65740.49867102948
scenario_1389,375434.78627185215,65610.52495811529
scenario_1390,928227.2566496108,141491.4238947431
scenario_1391,1853935.4115408757,383883.8429596806
scenario_1392,1222949.8649500676,217909.99181077667
scenario_1393,725043.1602862338,87942.7588077993
scenario_1394,1933288.8021486348,406711.8161404884
scenario_1395,2126558.4303262527,462909.9570408015
scenario_1396,2803028.4260757254,642963.4740449201
scenario_1397,4057952.1515601766,986652.6299815328
scenario_1398,2678709.804582681,636378.401554226
scenario_1399,3994553.168465327,986641.1406580148
scenario_1400,3132082.5171779892,747027.3395174762
scenario_1401,5080039.902745531,1279635.215833239
scenario_1402,3145015.891150056,750495.4986360834
scenario_1403,3132082.5171779892,747027.3395174762
scenario_1404,3352228.1902357135,805990.7255217317
scenario_1405,3365470.0653562173,809563.1333024495
scenario_1406,5299864.404642275,1337555.246025168
scenario_1407,5313612.313030863,1341248.2490660606
scenario_1408,5093842.211608764,1283314.0550260243
scenario_1409,5313612.313030863,1341248.2490660606
scenario_1410,3727879.8304831297,931083.7409985138
scenario_1411,468328.5468105956,60527.044880107205
scenario_1412,3732909.7981235427,932461.58708302
scenario_1413,3743393.5494196345,931083.7409985138
scenario_1414,3945493.6035130806,988734.7553674344
scenario_1415,3967769.1335573806,990119.7771423216
scenario_1416,654069.966297237,93388.73703765354
scenario_1417,529399.198594819,61118.40006862927
scenario_1418,562802.9107792366,70314.08117632348
scenario_1419,649438.0332901541,92121.55431300231
scenario_1420,2757134.0389705915,646203.4866959702
scenario_1421,1578743.5433005136,320687.09169099585
scenario_1422,1257157.5081917194,222809.20410174283
scenario_1423,2742472.6298921914,646203.4866959702
scenario_1424,2972639.9163681455,703883.4471339923
scenario_1425,1090115.611906868,184859.5379067148
scenario_1426,1714290.1012505137,364962.19164498686
scenario_1427,933049.2805030067,149903.16687770985
scenario_1428,550344.613179333,76074.51197865662
scenario_1429,604610.598442238,76075.75789040145
scenario_1430,458000.7520692336,53557.84393420175
scenario_1431,3329468.2665295247,815072.2749581615
scenario_1432,1133382.4275702003,219652.0147200992
scenario_1433,788653.9823618366,138385.9712127208
scenario_1434,258470.66054289084,49811.76010161344
scenario_1435,580687.3838700647,72318.55387630808
scenario_1436,2388850.470063732,545474.3844096084
scenario_1437,4802487.1566596,1232918.8541605773
scenario_1438,6022850.488602498,1547711.2658219784
scenario_1439,4805292.390759054,1232918.8541605773
scenario_1440,582168.7302001421,71533.70746568056
scenario_1441,627037.1847583344,80709.10926099772
scenario_1442,411904.065385485,57424.08841156202
scenario_1443,558160.9545601967,66507.3767082372
scenario_1444,847847.3120597193,138859.21915716334
scenario_1445,515374.3333135164,60206.345422666935
scenario_1446,867781.5569364184,143586.66157548956
scenario_1447,639669.5463805457,89757.96628898977
scenario_1448,392190.8848558744,60330.54873515564
scenario_1449,546042.8976466013,65039.16964854384
scenario_1450,1169428.9944856607,207014.27411172603
scenario_1451,1284194.679739646,239434.9514554325
scenario_1452,5393722.823179445,1360796.0612418903
scenario_1453,1154418.3307157939,206971.89930208732
scenario_1454,826988.4248892406,119963.37505577134
scenario_1455,4500950.055231805,1124252.9139436423
scenario_1456,904517.9578157598,143015.04136493042
scenario_1457,4739761.057767342,1190414.7280255908
scenario_1458,5618889.3079809565,1422755.2049473962
scenario_1459,4739761.057767342,1190414.7280255908
scenario_1460,7169173.35902264,1857883.523343492
scenario_1461,7456743.363593269,1937671.755464904
scenario_1462,4939563.746791787,1259256.0229232728
scenario_1463,7169173.35902264,1857883.523343492
scenario_1464,7113037.784074976,1843679.3361501065
scenario_1465,4861992.218552076,1242856.5932551692
scenario_1466,7404030.592841414,1924504.878758984
scenario_1467,5216755.075689792,1339784.36912853
scenario_1468,5263836.687693041,1355404.6348750668
scenario_1469,5202875.948188114,1339784.36912853
scenario_1470,1127959.749703927,198028.6513448004
scenario_1471,1207750.1518338583,217833.4597401931
scenario_1472,861797.524705416,130942.505431365
scenario_1473,1078794.7075813087,187025.5298592012
scenario_1474,1079984.8335552267,185586.1490136609
scenario_1475,737825.5988839241,98206.41825993152
scenario_1476,1119755.4230768587,197352.7576238294
scenario_1477,874306.2813310288,132100.97578817778
scenario_1478,822738.2108947842,118179.7071532662
scenario_1479,787829.9230090913,109124.83166566669
scenario_1480,3868999.5438665976,945631.223170194
scenario_1481,2565980.5606928812,595364.054756305
scenario_1482,1323748.3501054689,251964.2105397169
scenario_1483,3893914.474653821,945631.223170194
scenario_1484,2852091.3923312807,673107.0693124672
scenario_1485,1309171.0795467745,240612.59220228207
scenario_1486,1733360.934197017,363626.9400384607
scenario_1487,470826.0182226161,70042.53534355665
scenario_1488,1600982.942668045,332340.3907796564
scenario_1489,916430.8651012399,153352.2091520048
scenario_1490,4601522.66491363,1190877.8839175454
scenario_1491,2236301.980386881,502163.1560188728
scenario_1492,7506065.302308935,1968725.147118883
scenario_1493,4586807.221771746,1190877.8839175454
scenario_1494,5193738.737674605,1337271.674962626
scenario_1495,8001931.263711998,2086869.1376804537
scenario_1496,2849464.6179129477,670371.0110012781
scenario_1497,5904363.571677989,1505591.1519841454
scenario_1498,5131207.309397728,1303729.47149312
scenario_1499,5904363.571677989,1505591.1519841454
scenario_1500,3424707.3284740024,837150.8673734008
scenario_1501,1941217.334609312,423742.8194228243
scenario_1502,3430335.0131208543,838681.7219074327
scenario_1503,3445950.2593179373,837150.8673734008
scenario_1504,3349607.9717951114,817030.5908856675
scenario_1505,3375799.1666557156,818554.3585287586
scenario_1506,1920519.7216199501,407426.5078553301
scenario_1507,1881612.341657451,407819.2542961305
scenario_1508,1990251.2180489013,425805.645322336
scenario_1509,1924602.5121641778,408584.78945349954
scenario_1510,567131.180828552,70062.55062947352
scenario_1511,332097.23954230716,40727.6441559772
scenario_1512,568060.6707012111,70286.68577509468
scenario_1513,342087.0900013083,64359.743740944825
scenario_1514,546951.3164574862,64999.98297873172
scenario_1515,336721.9145804084,64312.235542422
scenario_1516,199794.0433166009,40581.94443147301
scenario_1517,313818.316015855,40596.2775423914
scenario_1518,203546.45376056753,40742.5751911428
scenario_1519,199982.51631500345,40596.2775423914
scenario_1520,1729725.771238687,373768.1098739992
scenario_1521,5077465.796159096,1283947.8478007803
scenario_1522,350199.5509358014,58966.70843379213
scenario_1523,1738845.8286888886,373768.1098739992
scenario_1524,1833187.083199253,401343.6489655346
scenario_1525,673903.9401613213,102789.82326861084
scenario_1526,5206572.278803023,1317845.2769121267
scenario_1527,1360495.5956086656,259700.57134449037
scenario_1528,1650458.0122825147,324132.3411724093
scenario_1529,1742708.527318639,348646.40870050574
scenario_1530,2554931.6171306684,567453.8430480717
scenario_1531,1100719.1088309372,204780.06017805485
scenario_1532,3668476.3250533454,889279.47333714
scenario_1533,2388598.732701522,543142.3790112039
scenario_1534,2698119.2302469527,604965.589088021
scenario_1535,3792767.4043769394,930820.9095259566
scenario_1536,798579.853999754,124133.92911285712
scenario_1537,1489595.800695855,300605.3515237536
scenario_1538,1176343.3642295573,222942.50344833412
scenario_1539,1275974.8766675214,248872.02586113437
scenario_1540,4998570.237077668,1295361.993927942
scenario_1541,1286987.306235878,248256.8347163499
scenario_1542,6982169.657145349,1822267.742153548
scenario_1543,5001496.621781331,1295361.993927942
scenario_1544,5762396.94730426,1491457.503133179
scenario_1545,7657172.440525206,1989885.6412993304
scenario_1546,1954664.2003017813,422548.4710118734
scenario_1547,3794830.4152155034,925777.412283244
scenario_1548,2820748.7303044107,664482.2274535438
scenario_1549,3794830.578860431,925777.412283244
scenario_1550,831454.6690252614,119597.51094479104
scenario_1551,3681909.433779217,919729.0035710292
scenario_1552,1039193.6907121134,171844.55961645607
scenario_1553,657950.7710165165,78362.60891972938
scenario_1554,600225.5328700403,78362.60891972938
scenario_1555,702754.1332567376,90492.75212011547
scenario_1556,3149680.1050530947,795065.4788729651
scenario_1557,4135236.0007800725,1063829.4690621714
scenario_1558,4644036.774107855,1198165.8514994874
scenario_1559,4120482.2838987275,1063829.4690621714
scenario_1560,1127046.2910798679,201955.00794587657
scenario_1561,3719825.4236173094,906820.441920502
scenario_1562,921453.6909604508,155836.95202644492
scenario_1563,819376.569609968,121126.14314648217
scenario_1564,1212679.3787749081,224393.6012382079
scenario_1565,581572.5044560642,69947.33736046535
scenario_1566,3767480.9810818625,937920.2437494732
scenario_1567,2445268.892119855,534544.2597413808
scenario_1568,1966544.848672653,419805.06433481845
scenario_1569,2055505.56263402,442787.01251134457
scenario_1570,1314732.974917769,250487.06334921115
scenario_1571,400202.93698945834,72164.79712180192
scenario_1572,2726709.509590304,656083.5533425275
scenario_1573,1277156.9945759566,250429.05281923237
scenario_1574,1368944.5067099645,264093.75810607645
scenario_1575,2812124.7300762967,680170.4831505974
scenario_1576,367744.24245435843,72175.87219285661
scenario_1577,644142.7561010448,76687.90719471709
scenario_1578,605590.546705873,75660.09701478883
scenario_1579,633643.5777954138,76675.9027388875
scenario_1580,3376075.599524115,813613.9388522216
scenario_1581,1145648.0911205076,218216.04081404305
scenario_1582,3383758.6744786473,815697.2782613335
scenario_1583,3381591.689679937,813613.9388522216
scenario_1584,2676853.144744268,626110.3533392445
scenario_1585,2687839.572326657,627998.9041346533
scenario_1586,795950.18089564,127368.59714273232
scenario_1587,778459.4921315645,124000.74923899656
scenario_1588,1182243.7643283715,226503.71758187687
scenario_1589,796640.7443452692,127613.18528632769
scenario_1590,254083.99844583595,47159.10835786368
scenario_1591,931365.727172577,147241.7056108756
scenario_1592,254377.37352009275,47181.81611223052
scenario_1593,261660.92332778923,47159.10835786368
scenario_1594,376732.26889507874,50245.41362274863
scenario_1595,403395.17086087976,50268.083120348885
scenario_1596,1433871.8645831023,276379.4737793642
scenario_1597,1420698.2375649426,276640.2842853716
scenario_1598,938604.3436457138,147638.32721316515
scenario_1599,1433247.3927463447,276792.0060927317
scenario_1600,386550.7600100118,56544.14688341778
scenario_1601,729409.0080682714,99313.95168525953
scenario_1602,321233.6845622148,52465.37561462187
scenario_1603,501718.3916160883,59732.42274474326
scenario_1604,754023.414224766,120196.09712469122
scenario_1605,975767.5417948577,184364.91727967787
scenario_1606,1623120.3886529838,330326.29864185414
scenario_1607,1031869.7369796252,176177.00216396424
scenario_1608,720206.4760459517,96877.67427320468
scenario_1609,1446643.9467448902,286641.10006429884
scenario_1610,1693497.7860179613,340470.71089825826
scenario_1611,2626081.541799001,582571.8502800462
scenario_1612,4776196.7669326635,1192196.2068558754
scenario_1613,990354.1560261636,154068.03556138228
scenario_1614,1347504.1936938073,248714.18995171308
scenario_1615,4284154.7162761055,1062068.1259793388
scenario_1616,1795104.0876608416,385097.3232689578
scenario_1617,6320704.507290647,1625482.1525421515
scenario_1618,6717514.516786394,1727747.4150071598
scenario_1619,6320704.507290647,1625482.1525421515
scenario_1620,5532480.25703165,1417181.508212708
scenario_1621,3293869.6716303215,794090.3432199216
scenario_1622,4326333.872729628,1092391.9390114294
scenario_1623,5532480.25703165,1417181.508212708
scenario_1624,5151225.273800271,1317309.3922561076
scenario_1625,3953550.561538855,993534.3690753728
